Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Wholesale Furniture Brokers
70-mid-century-modern-tv-stand-slate-grey,"70"" Mid Century Modern TV Stand - Slate Grey",Colour,Slate Grey,,,,,W70NORSG,,,0
70-tiered-top-open-shelf-fireplace-tv-console,"70"" Tiered Top Open Shelf Fireplace TV Console - Available in 3 Colours",Colour,Slate Grey,,,,,W70FPTTOPSG,,,1
70-tiered-top-open-shelf-fireplace-tv-console,"70"" Tiered Top Open Shelf Fireplace TV Console - Available in 3 Colours",Colour,Reclaimed Barnwood,,,,,W70FPTTOPRO,,,1
70-tiered-top-open-shelf-fireplace-tv-console,"70"" Tiered Top Open Shelf Fireplace TV Console - Available in 3 Colours",Colour,Dark Walnut,,,,,W70FPTTOPDW,,,0
70-traditional-wood-tv-stand-espresso,"70"" Traditional Wood TV Stand - Espresso",Colour,Espresso,,,,,W70C32ES,,,0
60-classic-tiered-top-fireplace-tv-console,"60"" Classic Tiered Top Fireplace TV Console - Available in 2 Colours",Colour,Slate Grey,,,,,W60FPTTSG,,,1
60-classic-tiered-top-fireplace-tv-console,"60"" Classic Tiered Top Fireplace TV Console - Available in 2 Colours",Colour,Dark Walnut,,,,,W60FPTTDW,,,0
60-mid-century-modern-wood-tv-stand,"60"" Mid Century Modern Wood TV Stand - Available in 2 Colours",Colour,Walnut,,,,,W60CMCWT,,,1
60-mid-century-modern-wood-tv-stand,"60"" Mid Century Modern Wood TV Stand - Available in 2 Colours",Colour,Acorn,,,,,W60CMCAC,,,0
58-modern-farmhouse-wood-tv-stand-white-oak,"58"" Modern Farmhouse Wood TV Stand - White Oak",Colour,White Oak,,,,,W58SBDWO,,,0
58-transitional-fireplace-glass-wood-tv-stand-grey-wash,"58"" Transitional Fireplace Glass Wood TV Stand - Grey Wash",Colour,Grey Wash,,,,,W58FP18HBGW,,,0
58-rustic-wood-tv-stand,"58"" Rustic Wood TV Stand - Available in 11 Colours",Colour,White Wash,,,,,W58CSPWW,,,1
58-rustic-wood-tv-stand,"58"" Rustic Wood TV Stand - Available in 11 Colours",Colour,Brown,,,,,W58CSPTB,,,1
58-rustic-wood-tv-stand,"58"" Rustic Wood TV Stand - Available in 11 Colours",Colour,Rustic Oak,,,,,W58CSPRO,,,1
58-rustic-wood-tv-stand,"58"" Rustic Wood TV Stand - Available in 11 Colours",Colour,Natural,,,,,W58CSPNT,,,1
58-rustic-wood-tv-stand,"58"" Rustic Wood TV Stand - Available in 11 Colours",Colour,Grey Wash,,,,,W58CSPGW,,,1
58-rustic-wood-tv-stand,"58"" Rustic Wood TV Stand - Available in 11 Colours",Colour,Espresso,,,,,W58CSPES,,,1
58-rustic-wood-tv-stand,"58"" Rustic Wood TV Stand - Available in 11 Colours",Colour,Dark Walnut,,,,,W58CSPDW,,,1
58-rustic-wood-tv-stand,"58"" Rustic Wood TV Stand - Available in 11 Colours",Colour,Charcoal,,,,,W58CSPCL,,,1
58-rustic-wood-tv-stand,"58"" Rustic Wood TV Stand - Available in 11 Colours",Colour,Barnwood,,,,,W58CSPBW,,,1
58-rustic-wood-tv-stand,"58"" Rustic Wood TV Stand - Available in 11 Colours",Colour,Black,,,,,W58CSPBL,,,1
58-rustic-wood-tv-stand,"58"" Rustic Wood TV Stand - Available in 11 Colours",Colour,Driftwood,,,,,W58CSPAG,,,0
58-modern-farmhouse-tv-stand-white-oak,"58"" Modern Farmhouse TV Stand - White Oak",Colour,White Oak,,,,,W58CS2DWO,,,0
58-grooved-door-tv-console-solid-white,"58"" Grooved Door TV Console - Solid White",Colour,Solid White,,,,,W58CS2DSW,,,0
58-modern-farmhouse-tv-stand,"58"" Modern Farmhouse TV Stand - Available in 3 Colours",Colour,Rustic Oak,,,,,W58CS2DRO,,,1
58-modern-farmhouse-tv-stand,"58"" Modern Farmhouse TV Stand - Available in 3 Colours",Colour,Grey Wash,,,,,W58CS2DGW,,,1
58-modern-farmhouse-tv-stand,"58"" Modern Farmhouse TV Stand - Available in 3 Colours",Colour,Dark Walnut,,,,,W58CS2DDW,,,0
58-industrial-farmhouse-tv-stand,"58"" Industrial Farmhouse TV Stand - Available in 3 Colours",Colour,White Oak,,,,,W58ABMDWO,,,1
58-industrial-farmhouse-tv-stand,"58"" Industrial Farmhouse TV Stand - Available in 3 Colours",Colour,Rustic Oak,,,,,W58ABMDRO,,,1
58-industrial-farmhouse-tv-stand,"58"" Industrial Farmhouse TV Stand - Available in 3 Colours",Colour,Grey Wash,,,,,W58ABMDGW,,,0
52-mid-century-modern-wood-tv-stand-english-oak,"52"" Mid Century Modern Wood TV Stand - English Oak",Colour,English Oak,,,,,W52NORGSEO,,,0
48-industrial-wood-dining-table-driftwood,"48"" Industrial Wood Dining Table - Driftwood",Colour,Driftwood,,,,,TW48AIAG,,,0
acacia-wood-outdoor-patio-bench-dark-brown,Acacia Wood Outdoor Patio Bench - Dark Brown,Colour,Dark Brown,,,,,OWB7SDB,,,0
51-modern-metal-glass-corner-computer-desk,51” Modern Metal Glass Corner Computer Desk - Available in 2 Colours,Colour,White,,,,,D51W29,,,1
51-modern-metal-glass-corner-computer-desk,51” Modern Metal Glass Corner Computer Desk - Available in 2 Colours,Colour,Smoke,,,,,D51L29SM,,,0
mid-century-modern-dining-chair-set-of-2,"Mid Century Modern Dining Chair, Set of 2 - Available in 2 Colours",Colour,Orange,,,,,CH18URB2OR,,,1
mid-century-modern-dining-chair-set-of-2,"Mid Century Modern Dining Chair, Set of 2 - Available in 2 Colours",Colour,Blue,,,,,CH18URB2BU,,,0
slat-back-metal-and-wood-dining-chair-2-pack,"Slat Back Metal and Wood Dining Chair, 2-Pack - Available in 3 Colours",Colour,Reclaimed Barnwood,,,,,CH18SBMW2RO,,,1
slat-back-metal-and-wood-dining-chair-2-pack,"Slat Back Metal and Wood Dining Chair, 2-Pack - Available in 3 Colours",Colour,Grey Wash,,,,,CH18SBMW2GW,,,1
slat-back-metal-and-wood-dining-chair-2-pack,"Slat Back Metal and Wood Dining Chair, 2-Pack - Available in 3 Colours",Colour,Dark Walnut,,,,,CH18SBMW2DW,,,0
modern-reversible-shelf-coffee-table,Modern Reversible Shelf Coffee Table - Available in 2 Colors,Color,White Faux Marble/Dark Concrete,,,,,C40SWICTWMDC,,,1
modern-reversible-shelf-coffee-table,Modern Reversible Shelf Coffee Table - Available in 2 Colors,Color,Rustic Oak/Stone Gray,,,,,C40SWICTROST,,,0
58-mid-century-modern-tv-stand-white-teak,"58"" Mid Century Modern TV Stand - White/Teak",Colour,White/Teak,,,,,BU58HPBMWHT,,,0
56-modern-detailed-door-frame-sideboard,"56"" Modern Detailed Door Frame Sideboard - Available in 2 Colours",Colour,Dark Walnut,,,,,BU56KIN2DDDW,,,1
56-modern-detailed-door-frame-sideboard,"56"" Modern Detailed Door Frame Sideboard - Available in 2 Colours",Colour,Birch,,,,,BU56KIN2DDBH,,,0
44-mid-century-modern-tv-stand-buffet,"44"" Mid Century Modern TV Stand Buffet - Available in 2 Colours",Colour,Acorn/White,,,,,BU44MCAPC,,,1
44-mid-century-modern-tv-stand-buffet,"44"" Mid Century Modern TV Stand Buffet - Available in 2 Colours",Colour,Dark Walnut,,,,,BU44MCADW,,,0
68-solid-wood-ladder-bookshelf-grey,"68"" Solid Wood Ladder Bookshelf - Grey",Colour,Grey,,,,,BS68FRSWGY,,,0
64-farmhouse-bookcase,"64"" Farmhouse Bookcase - Available in 2 Colors",Colour,Rustic Oak/White Metal,,,,,BS64FHPWWRO,,,1
64-farmhouse-bookcase,"64"" Farmhouse Bookcase - Available in 2 Colors",Colour,Grey Wash/Black Metal,,,,,BS64FHPWGW,,,0
64-industrial-4-shelf-wood-bookcase,"64"" Industrial 4-Shelf Wood Bookcase - Available in 4 Colours",Colour,Rustic Oak,,,,,BS64AIRO,,,1
64-industrial-4-shelf-wood-bookcase,"64"" Industrial 4-Shelf Wood Bookcase - Available in 4 Colours",Colour,Grey Wash,,,,,BS64AIGW,,,1
64-industrial-4-shelf-wood-bookcase,"64"" Industrial 4-Shelf Wood Bookcase - Available in 4 Colours",Colour,Barnwood,,,,,BS64AIBW,,,1
64-industrial-4-shelf-wood-bookcase,"64"" Industrial 4-Shelf Wood Bookcase - Available in 4 Colours",Colour,Driftwood,,,,,BS64AIAG,,,0
modern-glass-top-2-door-side-table,Modern Glass Top 2-Door Side Table - Available in 2 Colors,Colour,Slate Grey,,,,,BR2DMILNSSG,,,1
modern-glass-top-2-door-side-table,Modern Glass Top 2-Door Side Table - Available in 2 Colors,Colour,Dark Walnut,,,,,BR2DMILNSDW,,,0
42-modern-farmhouse-entryway-storage-bench,"42"" Modern Farmhouse Entryway Storage Bench - Available in 3 Colours",Colour,Rustic Oak,,,,,B42STCRO,,,1
42-modern-farmhouse-entryway-storage-bench,"42"" Modern Farmhouse Entryway Storage Bench - Available in 3 Colours",Colour,Espresso,,,,,B42STCES,,,1
42-modern-farmhouse-entryway-storage-bench,"42"" Modern Farmhouse Entryway Storage Bench - Available in 3 Colours",Colour,Driftwood,,,,,B42STCAG,,,0
angelo-home-52-rustic-tv-stand-white-wash,"angelo:HOME 52"" Rustic TV Stand - White Wash",Colour,White Wash,,,,,AH52CRCWW,,,0
angelo-home-52-mid-century-modern-tv-stand,"angelo:HOME 52"" Mid Century Modern TV Stand - Available in 3 Colours",Colour,Walnut,,,,,AH52CMCWT,,,1
angelo-home-52-mid-century-modern-tv-stand,"angelo:HOME 52"" Mid Century Modern TV Stand - Available in 3 Colours",Colour,White,,,,,AH52CMCWH,,,1
angelo-home-52-mid-century-modern-tv-stand,"angelo:HOME 52"" Mid Century Modern TV Stand - Available in 3 Colours",Colour,Acorn,,,,,AH52CMCAC,,,0
52-rustic-entryway-table-faux-white-marble-walnut,"52"" Rustic Entryway Table - Faux White Marble/Walnut",Colour,Faux White Marble/Walnut,,,,,AF52AFTMNW,,,0
46-modern-industrial-entryway-table,"46"" Modern Industrial Entryway Table - Available in 3 Colors",Colour,Reclaimed Barnwood,,,,,AF46MWETRO,,,1
46-modern-industrial-entryway-table,"46"" Modern Industrial Entryway Table - Available in 3 Colors",Colour,Grey Wash,,,,,AF46MWETGW,,,1
46-modern-industrial-entryway-table,"46"" Modern Industrial Entryway Table - Available in 3 Colors",Colour,Dark Walnut,,,,,AF46MWETDW,,,0
42-urban-industrial-mesh-metal-shelf-hairpin-leg-entryway-table-clear-glass,42” Urban Industrial Mesh Metal Shelf Hairpin Leg Entryway Table - Clear Glass,Colour,Glass,,,,,AF42LOETGL,,,0
42-urban-industrial-mesh-metal-shelf-hairpin-leg-coffee-table,42” Urban Industrial Mesh Metal Shelf Hairpin Leg Coffee Table - Available in 3 Colours,Colour,Rustic Oak,,,,,AF42LOCTRO,,,1
42-urban-industrial-mesh-metal-shelf-hairpin-leg-coffee-table,42” Urban Industrial Mesh Metal Shelf Hairpin Leg Coffee Table - Available in 3 Colours,Colour,Grey Wash,,,,,AF42LOCTGW,,,1
42-urban-industrial-mesh-metal-shelf-hairpin-leg-coffee-table,42” Urban Industrial Mesh Metal Shelf Hairpin Leg Coffee Table - Available in 3 Colours,Colour,Dark Walnut,,,,,AF42LOCTDW,,,0
40-modern-coffee-table-with-magazine-holder,"40"" Modern Coffee Table with Magazine Holder - Available in 2 Colours",Colour,White Faux Marble/Gold,,,,,AF40APRCTWM,,,1
40-modern-coffee-table-with-magazine-holder,"40"" Modern Coffee Table with Magazine Holder - Available in 2 Colours",Colour,Grey Wash/Black,,,,,AF40APRCTGW,,,0
30-industrial-storage-cabinet,"30"" Industrial Storage Cabinet - Available in 2 Colours",Colour,Slate Grey,,,,,AF30LOLASG,,,1
30-industrial-storage-cabinet,"30"" Industrial Storage Cabinet - Available in 2 Colours",Colour,Dark Walnut,,,,,AF30LOLADW,,,0
mid-century-modern-square-side-table-faux-white-marble-dark-walnut-gold,Mid Century Modern Square Side Table - Faux White Marble/Dark Walnut/Gold,Colour,Faux White Marble/Dark Walnut/Gold,,,,,AF20SSQSTMGD,,,0
modern-round-side-table,Modern Round Side Table - Available in 2 Colors,Colour,Faux White Marble/Chrome,,,,,AF20SRDSTWMCR,,,1
modern-round-side-table,Modern Round Side Table - Available in 2 Colors,Colour,Faux White Marble/Gold,,,,,AF20SRDSTMGD,,,0
modern-end-table,Modern End Table - Available in 3 Colours,Colour,Faux White Marble/Gold,,,,,AF20SCSTWM,,,1
modern-end-table,Modern End Table - Available in 3 Colours,Colour,Mocha/Black,,,,,AF20SCSTMO,,,1
modern-end-table,Modern End Table - Available in 3 Colours,Colour,Grey Wash/Black,,,,,AF20SCSTGW,,,0
20-rectangle-metal-mesh-c-table,20” Rectangle Metal Mesh C-Table - Available in 2 Colours,Colour,Gun Metal,,,,,AF20MMCSTGM,,,1
20-rectangle-metal-mesh-c-table,20” Rectangle Metal Mesh C-Table - Available in 2 Colours,Colour,Black,,,,,AF20MMCSTBL,,,0
18-modern-angled-metal-frame-glass-top-side-table,"18"" Modern Angled Metal Frame & Glass Top Side Table - Available in 2 Colours",Colour,Slate Grey/Black Metal,,,,,AF18KAYSTSG,,,1
18-modern-angled-metal-frame-glass-top-side-table,"18"" Modern Angled Metal Frame & Glass Top Side Table - Available in 2 Colours",Colour,Dark Walnut/Black Metal,,,,,AF18KAYSTDW,,,0
modern-side-table-walnut,Modern Side Table - Walnut,Colour,Walnut,,,,,AF18HPSTWT,,,0
18-square-tray-side-table-with-mesh-metal-shelf,18” Square Tray Side Table with Mesh Metal Shelf - Available in 5 Colours,Colour,Graphite/Gold,,,,,AF18EMSTGRG,,,1
18-square-tray-side-table-with-mesh-metal-shelf,18” Square Tray Side Table with Mesh Metal Shelf - Available in 5 Colours,Colour,Dark Walnut/Gold,,,,,AF18EMSTDWG,,,1
